Optical spectroscopy readings:
Time: 13:34:16
Date: 20-8-2025
Slit width: 150 microns
Dwell time: 300 milliseconds
Start wavelength: 4340 Angstroms
End wavelength: 4370 Angstroms
Increment: 0.2 Angstroms


0300043400437000002
Begin scan:


04340.0,000017
04340.2,000006
04340.4,000015
04340.6,000013
04340.8,000011
04341.0,000014
04341.2,000021
04341.4,000012
04341.6,000008
04341.8,000014
04342.0,000011
04342.2,000020
04342.4,000012
04342.6,000011
04342.8,000011
04343.0,000009
04343.2,000011
04343.4,000011
04343.6,000021
04343.8,000008
04344.0,000017
04344.2,000010
04344.4,000015
04344.6,000014
04344.8,000017
04345.0,000012
04345.2,000011
04345.4,000015
04345.6,000015
04345.8,000014
04346.0,000016
04346.2,000013
04346.4,000015
04346.6,000013
04346.8,000014
04347.0,000010
04347.2,000010
04347.4,000009
04347.6,000013
04347.8,000016
04348.0,000014
04348.2,000009
04348.4,000010
04348.6,000008
04348.8,000008
04349.0,000005
04349.2,000011
04349.4,000012
04349.6,000008
04349.8,000015
04350.0,000010
04350.2,000017
04350.4,000013
04350.6,000014
04350.8,000015
04351.0,000007
04351.2,000026
04351.4,000010
04351.6,000013
04351.8,000017
04352.0,000018
04352.2,000014
04352.4,000014
04352.6,000009
04352.8,000019
04353.0,000013
04353.2,000014
04353.4,000019
04353.6,000015
04353.8,000014
04354.0,000012
04354.2,000017
04354.4,000015
04354.6,000017
04354.8,000013
04355.0,000014
04355.2,000013
04355.4,000024
04355.6,000019
04355.8,000008
04356.0,000013
04356.2,000020
04356.4,000015
04356.6,000022
04356.8,000015
04357.0,000023
04357.2,000017
04357.4,000021
04357.6,000021
04357.8,000031
04358.0,000063
04358.2,000114
04358.4,000234
04358.6,000381
04358.8,000557
04359.0,000775
04359.2,001059
04359.4,001335
04359.6,001718
04359.8,002063
04360.0,002529
04360.2,002966
04360.4,003432
04360.6,003861
04360.8,004341
04361.0,004602
04361.2,004554
04361.4,004635
04361.6,004177
04361.8,003917
04362.0,003599
04362.2,003094
04362.4,002699
04362.6,002242
04362.8,001835
04363.0,001408
04363.2,001087
04363.4,000829
04363.6,000623
04363.8,000401
04364.0,000275
04364.2,000173
04364.4,000076
04364.6,000058
04364.8,000035
04365.0,000017
04365.2,000022
04365.4,000013
04365.6,000018
04365.8,000017
04366.0,000009
04366.2,000013
04366.4,000012
04366.6,000022
04366.8,000014
04367.0,000007
04367.2,000019
04367.4,000014
04367.6,000015
04367.8,000014
04368.0,000017
04368.2,000013
04368.4,000011
04368.6,000013
04368.8,000008
04369.0,000016
04369.2,000021
04369.4,000014
04369.6,000016
04369.8,000016
04370.0,000014
