






















































Optical spectroscopy readings:
Time: 13:26:44
Date: 20-8-2025
Slit width: 150 microns
Dwell time: 300 milliseconds
Start wavelength: 6550 Angstroms
End wavelength: 6600 Angstroms
Increment: 0.2 Angstroms

0300065500660000002
Begin scan:


06550.0,000007
06550.2,000007
06550.4,000005
06550.6,000010
06550.8,000011
06551.0,000016
06551.2,000009
06551.4,000010
06551.6,000012
06551.8,000006
06552.0,000010
06552.2,000007
06552.4,000013
06552.6,000011
06552.8,000010
06553.0,000013
06553.2,000011
06553.4,000009
06553.6,000005
06553.8,000012
06554.0,000016
06554.2,000009
06554.4,000012
06554.6,000011
06554.8,000008
06555.0,000009
06555.2,000008
06555.4,000009
06555.6,000006
06555.8,000010
06556.0,000008
06556.2,000006
06556.4,000012
06556.6,000010
06556.8,000013
06557.0,000009
06557.2,000011
06557.4,000009
06557.6,000007
06557.8,000006
06558.0,000011
06558.2,000007
06558.4,000007
06558.6,000013
06558.8,000011
06559.0,000009
06559.2,000008
06559.4,000003
06559.6,000012
06559.8,000016
06560.0,000013
06560.2,000006
06560.4,000007
06560.6,000011
06560.8,000010
06561.0,000006
06561.2,000010
06561.4,000008
06561.6,000006
06561.8,000015
06562.0,000008
06562.2,000009
06562.4,000010
06562.6,000011
06562.8,000017
06563.0,000010
06563.2,000014
06563.4,000011
06563.6,000006
06563.8,000007
06564.0,000012
06564.2,000007
06564.4,000006
06564.6,000010
06564.8,000012
06565.0,000017
06565.2,000011
06565.4,000004
06565.6,000007
06565.8,000007
06566.0,000010
06566.2,000012
06566.4,000015
06566.6,000012
06566.8,000009
06567.0,000010
06567.2,000009
06567.4,000009
06567.6,000004
06567.8,000008
06568.0,000008
06568.2,000005
06568.4,000008
06568.6,000007
06568.8,000010
06569.0,000013
06569.2,000009
06569.4,000010
06569.6,000003
06569.8,000010
06570.0,000006
06570.2,000005
06570.4,000005
06570.6,000010
06570.8,000006
06571.0,000014
06571.2,000007
06571.4,000007
06571.6,000013
06571.8,000017
06572.0,000015
06572.2,000014
06572.4,000013
06572.6,000014
06572.8,000006
06573.0,000011
06573.2,000006
06573.4,000008
06573.6,000007
06573.8,000008
06574.0,000006
06574.2,000010
06574.4,000014
06574.6,000015
06574.8,000010
06575.0,000012
06575.2,000013
06575.4,000008
06575.6,000009
06575.8,000003
06576.0,000010
06576.2,000008
06576.4,000012
06576.6,000008
06576.8,000014
06577.0,000018
06577.2,000012
06577.4,000014
06577.6,000011
06577.8,000012
06578.0,000007
06578.2,000013
06578.4,000005
06578.6,000014
06578.8,000008
06579.0,000006
06579.2,000012
06579.4,000015
06579.6,000016
06579.8,000020
06580.0,000017
06580.2,000017
06580.4,000017
06580.6,000021
06580.8,000030
06581.0,000030
06581.2,000049
06581.4,000077
06581.6,000131
06581.8,000223
06582.0,000295
06582.2,000415
06582.4,000578
06582.6,000764
06582.8,000849
06583.0,000973
06583.2,001037
06583.4,001184
06583.6,001314
06583.8,001252
06584.0,001349
06584.2,001256
06584.4,001019
06584.6,000834
06584.8,000720
06585.0,000593
06585.2,000502
06585.4,000430
06585.6,000386
06585.8,000282
06586.0,000261
06586.2,000200
06586.4,000139
06586.6,000122
06586.8,000096
06587.0,000072
06587.2,000033
06587.4,000030
06587.6,000027
06587.8,000015
06588.0,000023
06588.2,000017
06588.4,000018
06588.6,000014
06588.8,000013
06589.0,000015
06589.2,000009
06589.4,000012
06589.6,000022
06589.8,000008
06590.0,000011
06590.2,000010
06590.4,000010
06590.6,000011
06590.8,000008
06591.0,000007
06591.2,000003
06591.4,000015
06591.6,000013
06591.8,000010
06592.0,000013
06592.2,000010
06592.4,000006
06592.6,000010
06592.8,000010
06593.0,000009
06593.2,000006
06593.4,000011
06593.6,000011
06593.8,000006
06594.0,000013
06594.2,000012
06594.4,000011
06594.6,000015
06594.8,000009
06595.0,000009
06595.2,000011
06595.4,000007
06595.6,000013
06595.8,000010
06596.0,000012
06596.2,000006
06596.4,000009
06596.6,000010
06596.8,000011
06597.0,000009
06597.2,000012
06597.4,000014
06597.6,000015
06597.8,000012
06598.0,000012
06598.2,000011
06598.4,000014
06598.6,000013
06598.8,000006
06599.0,000009
06599.2,000007
06599.4,000011
06599.6,000010
06599.8,000010
06600.0,000010
